id,body,date,amount,sender,recipient_name,recipient_phone,fee,new_balance,transaction_type
361,"TxId: 19291503186. Your payment of 13,000 RWF to Robert Brown 66160 has been completed at 2024-06-30 02:08:25. Your new balance: 53,350 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-30 00:08:25",13000,"unknown sender","robert brown",66160,0,53350,"Payment to Code Holder"
362,"*165*S*11500 RWF transferred to Linda Green (250789888888) from 36521838 at 2024-06-30 02:17:35 . Fee was: 250 RWF. New balance: 41600 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-30 00:17:35",11500,"unknown sender","linda green",250789888888,250,41600,"Transfer to Mobile"
363,"*165*S*500 RWF transferred to Alex Doe (250791666666) from 36521838 at 2024-06-30 15:32:39 . Fee was: 20 RWF. New balance: 27160 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-30 13:32:39",500,"unknown sender","alex doe",250791666666,20,27160,"Transfer to Mobile"
364,"TxId: 89343929108. Your payment of 1,400 RWF to Robert Brown 39520 has been completed at 2024-06-30 13:25:37. Your new balance: 39,680 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-30 11:25:37",1400,"unknown sender","robert brown",39520,0,39680,"Payment to Code Holder"
365,"TxId: 59302716963. Your payment of 12,000 RWF to Samuel Carter 23837 has been completed at 2024-06-30 15:00:28. Your new balance: 27,680 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-30 13:00:28",12000,"unknown sender","samuel carter",23837,0,27680,"Payment to Code Holder"
366,"TxId: 28014849597. Your payment of 4,500 RWF to Linda Green 10831 has been completed at 2024-06-30 16:51:36. Your new balance: 20,560 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-30 14:51:36",4500,"unknown sender","linda green",10831,0,20560,"Payment to Code Holder"
367,"*165*S*14000 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-06-30 18:02:53 . Fee was: 250 RWF. New balance: 6310 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-30 16:02:53",14000,"unknown sender","jane smith",250790777777,250,6310,"Transfer to Mobile"
368,"*165*S*1600 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-06-30 18:22:12 . Fee was: 100 RWF. New balance: 4610 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-30 16:22:12",1600,"unknown sender","jane smith",250789888888,100,4610,"Transfer to Mobile"
369,"*165*S*1000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-06-30 18:48:12 . Fee was: 20 RWF. New balance: 3590 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-30 16:48:12",1000,"unknown sender","alex doe",250790777777,20,3590,"Transfer to Mobile"
370,"TxId: 26484890740. Your payment of 500 RWF to Alex Doe 14112 has been completed at 2024-06-30 15:49:57. Your new balance: 26,660 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-30 13:49:57",500,"unknown sender","alex doe",14112,0,26660,"Payment to Code Holder"
371,"*165*S*4000 RWF transferred to Samuel Carter (250791666666) from 36521838 at 2024-06-30 19:15:56 . Fee was: 100 RWF. New balance: 490 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-30 17:15:56",4000,"unknown sender","samuel carter",250791666666,100,490,"Transfer to Mobile"
372,"*113*R*A bank deposit of 30000 RWF has been added to your mobile money account at 2024-06-30 20:36:22. Your NEW BALANCE :30490 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-30 18:36:22",30000,"unknown sender","your mobile money account at",2024,0,30490,"Bank Deposit"
373,"TxId: 26330194128. Your payment of 2,000 RWF to Jane Smith 46726 has been completed at 2024-06-30 20:48:31. Your new balance: 28,490 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-30 18:48:31",2000,"unknown sender","jane smith",46726,0,28490,"Payment to Code Holder"
374,"*165*S*2000 RWF transferred to Samuel Carter (250788999999) from 36521838 at 2024-06-30 20:49:09 . Fee was: 100 RWF. New balance: 26390 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-30 18:49:09",2000,"unknown sender","samuel carter",250788999999,100,26390,"Transfer to Mobile"
375,"*113*R*A bank deposit of 20000 RWF has been added to your mobile money account at 2024-06-30 22:09:01. Your NEW BALANCE :46390 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-06-30 20:09:01",20000,"unknown sender","your mobile money account at",2024,0,46390,"Bank Deposit"
376,"TxId: 55580359590. Your payment of 32,800 RWF to Alex Doe 86390 has been completed at 2024-06-30 22:09:42. Your new balance: 13,590 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-30 20:09:42",32800,"unknown sender","alex doe",86390,0,13590,"Payment to Code Holder"
377,"*165*S*1000 RWF transferred to Samuel Carter (250790777777) from 36521838 at 2024-06-30 22:40:41 . Fee was: 20 RWF. New balance: 12570 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-30 20:40:41",1000,"unknown sender","samuel carter",250790777777,20,12570,"Transfer to Mobile"
378,"TxId: 15722120949. Your payment of 1,500 RWF to Linda Green 77000 has been completed at 2024-07-01 10:31:30. Your new balance: 11,070 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-01 08:31:30",1500,"unknown sender","linda green",77000,0,11070,"Payment to Code Holder"
379,"*165*S*1500 RWF transferred to Jane Smith (250791666666) from 36521838 at 2024-06-30 16:49:31 . Fee was: 100 RWF. New balance: 25060 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-30 14:49:31",1500,"unknown sender","jane smith",250791666666,100,25060,"Transfer to Mobile"
380,"TxId: 74637643766. Your payment of 3,000 RWF to Jane Smith 46155 has been completed at 2024-06-29 23:54:38. Your new balance: 66,350 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-06-29 21:54:38",3000,"unknown sender","jane smith",46155,0,66350,"Payment to Code Holder"
381,"*165*S*9000 RWF transferred to Samuel Carter (250788999999) from 36521838 at 2024-07-01 18:23:24 . Fee was: 100 RWF. New balance: 27120 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-07-01 16:23:24",9000,"unknown sender","samuel carter",250788999999,100,27120,"Transfer to Mobile"
382,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-07-01 18:15:19. Your NEW BALANCE :61070 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-07-01 16:15:19",50000,"unknown sender","your mobile money account at",2024,0,61070,"Bank Deposit"
383,"TxId: 10806359835. Your payment of 16,000 RWF to Linda Green 78551 has been completed at 2024-07-01 20:01:06. Your new balance: 10,620 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-01 18:01:06",16000,"unknown sender","linda green",78551,0,10620,"Payment to Code Holder"
384,"TxId: 72418341683. Your payment of 2,200 RWF to Alex Doe 88813 has been completed at 2024-07-01 20:07:36. Your new balance: 8,420 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-01 18:07:36",2200,"unknown sender","alex doe",88813,0,8420,"Payment to Code Holder"
385,"TxId: 36585848121. Your payment of 1,300 RWF to Jane Smith 16905 has been completed at 2024-07-02 10:01:10. Your new balance: 7,120 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-02 08:01:10",1300,"unknown sender","jane smith",16905,0,7120,"Payment to Code Holder"
386,"TxId: 13515849108. Your payment of 24,850 RWF to Robert Brown 88803 has been completed at 2024-07-01 18:21:22. Your new balance: 36,220 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-01 16:21:22",24850,"unknown sender","robert brown",88803,0,36220,"Payment to Code Holder"
387,"*165*S*40000 RWF transferred to Alex Doe (250788999999) from 36521838 at 2024-07-02 11:14:50 . Fee was: 250 RWF. New balance: 16870 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-07-02 09:14:50",40000,"unknown sender","alex doe",250788999999,250,16870,"Transfer to Mobile"
388,"TxId: 58456925124. Your payment of 2,500 RWF to Alex Doe 28379 has been completed at 2024-07-02 13:11:53. Your new balance: 14,370 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-02 11:11:53",2500,"unknown sender","alex doe",28379,0,14370,"Payment to Code Holder"
389,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-07-02 11:14:05. Your NEW BALANCE :57120 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-07-02 09:14:05",50000,"unknown sender","your mobile money account at",2024,0,57120,"Bank Deposit"
390,"TxId: 52596922232. Your payment of 500 RWF to Linda Green 70581 has been completed at 2024-07-02 18:47:07. Your new balance: 10,870 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-02 16:47:07",500,"unknown sender","linda green",70581,0,10870,"Payment to Code Holder"
391,"TxId: 15105279544. Your payment of 1,000 RWF to Samuel Carter 46317 has been completed at 2024-07-02 18:48:29. Your new balance: 9,870 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-02 16:48:29",1000,"unknown sender","samuel carter",46317,0,9870,"Payment to Code Holder"
392,"*113*R*A bank deposit of 40000 RWF has been added to your mobile money account at 2024-07-03 09:54:59. Your NEW BALANCE :49870 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-07-03 07:54:59",40000,"unknown sender","your mobile money account at",2024,0,49870,"Bank Deposit"
393,"TxId: 30881509437. Your payment of 40,000 RWF to Robert Brown 45612 has been completed at 2024-07-03 09:55:54. Your new balance: 9,870 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-03 07:55:54",40000,"unknown sender","robert brown",45612,0,9870,"Payment to Code Holder"
394,"TxId: 75410293151. Your payment of 1,300 RWF to Samuel Carter 78656 has been completed at 2024-07-03 10:01:38. Your new balance: 8,570 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-03 08:01:38",1300,"unknown sender","samuel carter",78656,0,8570,"Payment to Code Holder"
395,"*165*S*2500 RWF transferred to Jane Smith (250788999999) from 36521838 at 2024-07-03 13:37:14 . Fee was: 100 RWF. New balance: 5970 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-07-03 11:37:14",2500,"unknown sender","jane smith",250788999999,100,5970,"Transfer to Mobile"
396,"TxId: 62824215473. Your payment of 3,000 RWF to Alex Doe 54679 has been completed at 2024-07-03 13:54:02. Your new balance: 2,970 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-03 11:54:02",3000,"unknown sender","alex doe",54679,0,2970,"Payment to Code Holder"
397,"TxId: 91762592039. Your payment of 500 RWF to Robert Brown 62116 has been completed at 2024-07-01 18:32:23. Your new balance: 26,620 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-01 16:32:23",500,"unknown sender","robert brown",62116,0,26620,"Payment to Code Holder"
398,"*162*TxId:14628107159*S*Your payment of 3000 RWF to Airtime with token  has been completed at 2024-07-02 17:42:37. Fee was 0 RWF. Your new balance: 11370 RWF . Message: - -. *EN#","2024-07-02 15:42:37",3000,"unknown sender","airtime with token  has been completed at",2024,0,11370,"Payment to Code Holder"
399,"You have received 1000 RWF from Samuel Carter (*********711) on your mobile money account at 2024-06-30 19:15:29. Message from sender: . Your new balance:4590 RWF. Financial Transaction Id: 65226318623.","2024-06-30 17:15:29",1000,"samuel carter",unknown,N/A,0,4590,"Incoming Money"
400,"*113*R*A bank deposit of 30000 RWF has been added to your mobile money account at 2024-07-03 17:53:48. Your NEW BALANCE :30070 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-07-03 15:53:48",30000,"unknown sender","your mobile money account at",2024,0,30070,"Bank Deposit"
401,"*165*S*1000 RWF transferred to Samuel Carter (250788999999) from 36521838 at 2024-06-22 11:34:08 . Fee was: 20 RWF. New balance: 7720 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-06-22 09:34:08",1000,"unknown sender","samuel carter",250788999999,20,7720,"Transfer to Mobile"
402,"*165*S*1200 RWF transferred to Linda Green (250791666666) from 36521838 at 2024-07-03 15:24:00 . Fee was: 100 RWF. New balance: 1670 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-07-03 13:24:00",1200,"unknown sender","linda green",250791666666,100,1670,"Transfer to Mobile"
403,"*165*S*27000 RWF transferred to Linda Green (250789888888) from 36521838 at 2024-07-03 17:54:32 . Fee was: 250 RWF. New balance: 2820 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-07-03 15:54:32",27000,"unknown sender","linda green",250789888888,250,2820,"Transfer to Mobile"
404,"Yello!Umaze kugura 500FRW(800MB) igura 500 RWF","1970-01-01 00:00:00",500,"unknown sender",unknown,N/A,0,N/A,Unknown
405,"TxId: 45688985882. Your payment of 1,500 RWF to Jane Smith 87381 has been completed at 2024-07-03 18:32:50. Your new balance: 1,320 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-03 16:32:50",1500,"unknown sender","jane smith",87381,0,1320,"Payment to Code Holder"
406,"TxId: 16694058718. Your payment of 600 RWF to Robert Brown 37824 has been completed at 2024-07-03 19:51:48. Your new balance: 720 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-03 17:51:48",600,"unknown sender","robert brown",37824,0,720,"Payment to Code Holder"
407,"*162*TxId:14655104674*S*Your payment of 500 RWF to Bundles and Packs with token  has been completed at 2024-07-04 14:02:53. Fee was 0 RWF. Your new balance: 220 RWF . Message: - -. *EN#","2024-07-04 12:02:53",500,"unknown sender","bundles and packs with token  has been completed at",2024,0,220,"Payment to Code Holder"
408,"*165*S*5500 RWF transferred to Samuel Carter (250791666666) from 36521838 at 2024-07-04 20:57:31 . Fee was: 100 RWF. New balance: 470 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-07-04 18:57:31",5500,"unknown sender","samuel carter",250791666666,100,470,"Transfer to Mobile"
409,"*113*R*A bank deposit of 20000 RWF has been added to your mobile money account at 2024-07-05 09:40:39. Your NEW BALANCE :20470 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-07-05 07:40:39",20000,"unknown sender","your mobile money account at",2024,0,20470,"Bank Deposit"
410,"*165*S*1300 RWF transferred to Samuel Carter (250788999999) from 36521838 at 2024-07-05 09:52:04 . Fee was: 100 RWF. New balance: 19070 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-07-05 07:52:04",1300,"unknown sender","samuel carter",250788999999,100,19070,"Transfer to Mobile"
411,"*165*S*27900 RWF transferred to Alex Doe (250789888888) from 36521838 at 2024-07-04 15:04:33 . Fee was: 250 RWF. New balance: 22070 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-07-04 13:04:33",27900,"unknown sender","alex doe",250789888888,250,22070,"Transfer to Mobile"
412,"TxId: 99848480430. Your payment of 16,000 RWF to Linda Green 29449 has been completed at 2024-07-04 16:30:35. Your new balance: 6,070 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-04 14:30:35",16000,"unknown sender","linda green",29449,0,6070,"Payment to Code Holder"
413,"TxId: 35153028513. Your payment of 2,500 RWF to Jane Smith 69781 has been completed at 2024-07-05 13:10:38. Your new balance: 16,570 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-05 11:10:38",2500,"unknown sender","jane smith",69781,0,16570,"Payment to Code Holder"
414,"TxId: 67511009036. Your payment of 1,000 RWF to Linda Green 66505 has been completed at 2024-07-05 13:16:13. Your new balance: 15,570 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.","2024-07-05 11:16:13",1000,"unknown sender","linda green",66505,0,15570,"Payment to Code Holder"
